,SA2_MAINCODE_2016,SA2_name,Index of Relative Socio-economic Disadvantage: Score,Male_Lone_Parent_Employed_Worked_Full_Time,Female_Lone_Parent_Employed_Worked_Full_Time,Total_Lone_Parents_Employed_Worked_Full_Time,Male_Lone_Parent_Total_Employed,Female_Lone_Parent_Total_Employed,Total_Lone_Parents_Total_Employed,Male_Lone_Parent_Total_Unemployed,Female_Lone_Parent_Total_Unemployed,Total_Lone_Parents_Total_Unemployed,Male_Lone_Parent_Total,Female_Lone_Parent_Total,Total_Lone_Parents_Total,Female_parent_Employed_worked_Full_time_Male_parent_Employed_Worked_full_time,Female_parent_Employed_worked_Full_time_Male_parent_Employed_Worked_part_time,Female_parent_Employed_worked_Full_time_Male_parent_Unemployed_looking_for_Total,Female_parent_Employed_worked_Full_time_Male_parent_Not_in_the_labour_force,Female_parent_Employed_worked_Full_time_Total,Female_parent_Employed_worked_Part_time_Male_parent_Employed_Worked_full_time,Female_parent_Employed_worked_Part_time_Male_parent_Employed_Worked_part_time,Female_parent_Employed_worked_Part_time_Male_parent_Employed_Total,Female_parent_Employed_worked_Part_time_Total,Female_parent_Employed_away_from_work_Male_parent_Employed_Total,Female_parent_Total_Employed_Male_Parent_Employed_Total,Female_parent_Total_Unemployed_Male_Parent_Employed_Total,Female_parent_Total_Unemployed_Male_Parent_Unemployed_Looking_For_Total,Female_parent_Not_in_the_labour_force_Male_parent_Employed_Total,Female_parent_Not_in_the_labour_force_Male_parent_Not_in_the_labour_force,Female_parent_Total_Total,code,name,total,vulnerable,vulnerable_percentage
276,212011289,Emerald - Cockatoo,1064,7,5,9,8,41,45,0,6,6,9,91,99,78,11,6,6,98,339,26,364,365,81,546,17,0,282,19,886,21289,Emerald - Cockatoo,236,42,0.18
277,212011290,Koo Wee Rup,996,5,4,4,5,16,21,0,3,3,5,57,63,48,4,0,3,57,120,4,125,123,34,212,3,0,131,11,375,21290,Koo Wee Rup,101,12,0.12
278,212011291,Pakenham - North,991,9,30,41,14,96,109,0,28,29,15,321,335,161,21,5,14,198,429,33,477,511,97,760,43,3,547,36,1497,21291,Pakenham - North,374,78,0.21
279,212011292,Pakenham - South,992,21,21,44,30,121,147,0,18,18,35,376,402,236,41,3,16,304,624,58,692,713,146,1140,71,9,774,77,2165,21292,Pakenham - South,534,88,0.16
280,212021293,Berwick - North,1059,4,14,19,4,52,55,0,3,3,3,100,103,116,13,0,5,142,354,31,399,408,85,620,24,0,341,14,1053,21293,Berwick - North,265,38,0.14
281,212021294,Berwick - South,1060,6,23,31,14,61,79,0,10,13,14,173,185,234,34,4,21,294,588,68,665,680,143,1093,48,3,632,33,1871,21294,Berwick - South,438,70,0.16
282,212021295,Doveton,826,3,9,9,3,27,29,0,10,10,3,153,155,45,10,0,6,61,59,10,74,79,11,138,28,4,274,77,575,21295,Doveton,147,51,0.35
283,212021297,Hallam,946,3,9,13,4,22,26,0,9,9,10,83,88,45,16,3,5,75,98,23,127,133,31,226,14,5,272,57,619,21297,Hallam,138,45,0.33
284,212021299,Narre Warren North,1084,0,3,3,0,3,3,0,0,0,0,10,16,47,7,0,0,54,115,12,127,125,21,200,4,0,81,15,303,21299,Narre Warren North,61,5,0.08
285,212021453,Endeavour Hills - North,1002,3,16,18,4,28,32,0,11,11,5,74,85,84,13,6,7,112,134,21,162,168,33,303,10,3,220,23,595,21453,Endeavour Hills - North,122,22,0.18
286,212021454,Endeavour Hills - South,1009,0,12,13,3,23,27,0,3,3,3,80,85,86,6,3,0,98,125,20,143,154,50,288,24,3,268,36,670,21454,Endeavour Hills - South,164,43,0.26
287,212021455,Narre Warren - North East,1024,0,9,7,4,29,33,0,7,7,9,96,101,75,3,0,8,83,179,28,210,214,43,339,21,3,252,36,692,21455,Narre Warren - North East,178,30,0.17
288,212021456,Narre Warren - South West,975,0,11,7,4,37,40,0,9,9,4,136,145,90,6,3,7,110,173,15,197,208,64,367,37,3,299,41,789,21456,Narre Warren - South West,163,38,0.23
289,212031300,Cranbourne,940,15,20,34,15,68,80,0,15,15,22,254,274,128,23,3,9,164,224,31,265,290,59,495,52,8,450,51,1121,21300,Cranbourne,321,76,0.24
290,212031301,Cranbourne East,1038,13,21,34,19,91,106,4,30,31,26,227,248,390,47,16,15,476,640,79,724,754,181,1372,105,3,776,48,2409,21301,Cranbourne East,729,161,0.22
291,212031302,Cranbourne North,1002,8,14,28,15,58,72,0,23,23,20,206,225,235,25,13,11,286,448,46,502,518,114,895,82,4,549,54,1665,21302,Cranbourne North,457,89,0.19
292,212031303,Cranbourne South,1060,3,4,8,3,18,23,3,3,4,6,53,57,74,8,0,3,87,215,14,237,235,48,375,4,0,150,3,546,21303,Cranbourne South,147,31,0.21
293,212031304,Cranbourne West,997,4,16,22,3,66,70,0,11,11,15,157,167,210,24,5,9,248,341,36,389,398,93,732,41,5,508,46,1403,21304,Cranbourne West,382,73,0.19
294,212031305,Hampton Park - Lynbrook,927,5,28,28,7,72,82,0,19,19,16,229,243,178,34,4,8,234,234,48,287,304,48,562,63,10,709,131,1588,21305,Hampton Park - Lynbrook,378,79,0.21
295,212031306,Lynbrook - Lyndhurst,1039,6,7,16,7,22,35,0,4,3,8,59,71,278,40,9,17,344,333,44,387,390,100,813,64,0,454,42,1437,21306,Lynbrook - Lyndhurst,349,54,0.15
296,212031308,Pearcedale - Tooradin,1031,3,5,7,3,18,19,0,7,7,5,42,47,36,7,3,0,44,159,9,174,176,44,271,6,0,100,0,379,21308,Pearcedale - Tooradin,105,30,0.29
297,212031457,Narre Warren South (East),1058,3,3,4,3,16,15,0,3,3,3,57,59,84,10,0,9,101,191,22,213,221,44,353,15,0,227,31,659,21457,Narre Warren South (East),184,36,0.2
298,212031458,Narre Warren South (West),996,3,10,11,3,46,47,0,15,15,7,137,143,130,15,4,11,158,259,24,289,303,51,494,30,3,419,65,1075,21458,Narre Warren South (West),261,47,0.18
299,212041309,Clarinda - Oakleigh South,992,0,4,7,3,14,18,0,0,0,3,38,47,74,5,5,3,93,139,19,164,167,45,290,16,3,146,11,493,21309,Clarinda - Oakleigh South,135,28,0.21
300,212041310,Clayton South,957,3,3,3,3,14,18,0,0,0,3,48,51,93,15,7,3,120,137,29,169,177,29,317,33,3,239,101,728,21310,Clayton South,146,42,0.29
301,212041311,Dandenong,835,19,20,37,18,48,71,3,15,22,26,239,273,175,35,10,19,243,178,51,236,256,48,507,77,17,853,272,1941,21311,Dandenong,414,125,0.3
302,212041312,Dandenong North,932,10,19,24,12,48,58,0,9,6,20,160,178,128,21,8,14,169,218,43,266,276,48,480,51,8,420,88,1132,21312,Dandenong North,255,69,0.27
303,212041313,Dingley Village,1070,0,10,10,0,21,22,0,0,0,0,34,34,56,8,0,0,65,171,5,189,194,44,303,5,0,106,10,441,21313,Dingley Village,99,13,0.13
304,212041314,Keysborough,984,5,19,27,10,54,66,0,17,15,13,158,175,313,33,10,14,368,282,49,337,354,121,819,38,7,455,81,1470,21314,Keysborough,319,70,0.22
305,212041316,Noble Park North,947,0,8,8,0,10,12,0,3,3,3,50,50,33,8,0,3,43,77,13,89,96,19,153,8,0,151,27,357,21316,Noble Park North,82,16,0.2
306,212041317,Springvale,849,8,19,33,16,50,60,3,5,8,21,173,191,117,26,0,8,155,124,38,160,181,33,348,26,11,413,202,1098,21317,Springvale,244,84,0.34
307,212041318,Springvale South,872,14,10,26,11,34,48,0,3,3,16,126,141,96,7,0,6,120,93,18,118,122,16,250,19,12,231,67,617,21318,Springvale South,175,52,0.3
308,212041459,Noble Park - East,905,3,18,22,3,32,40,0,8,8,7,112,123,78,32,3,5,118,117,28,155,173,30,296,34,4,326,59,780,21459,Noble Park - East,117,29,0.25
309,212041460,Noble Park - West,870,7,26,27,3,47,56,3,17,21,18,205,221,123,23,3,18,158,124,37,155,171,33,344,35,6,395,108,989,21460,Noble Park - West,216,59,0.27
310,212051319,Ashwood - Chadstone,1029,0,12,15,4,41,40,0,4,3,4,88,96,125,17,3,3,158,268,37,311,324,90,560,28,0,283,32,945,21319,Ashwood - Chadstone,209,49,0.23
311,212051320,Clayton,986,0,11,10,3,15,17,0,5,5,5,55,60,117,19,7,16,160,151,26,182,197,45,366,49,5,298,57,847,21320,Clayton,143,32,0.22
312,212051321,Glen Waverley - East,1066,5,4,12,8,22,26,0,3,3,8,52,57,125,6,5,15,158,198,25,223,239,49,418,37,5,257,27,788,21321,Glen Waverley - East,275,29,0.11
313,212051322,Glen Waverley - West,1046,8,15,15,8,29,34,0,3,3,10,60,69,101,17,0,13,130,149,33,185,196,39,350,35,0,239,35,699,21322,Glen Waverley - West,223,44,0.2
314,212051323,Mount Waverley - North,1067,3,15,18,3,18,19,0,0,0,3,33,39,109,4,0,4,123,145,18,164,176,41,328,21,3,148,10,550,21323,Mount Waverley - North,170,24,0.14
315,212051324,Mount Waverley - South,1069,3,7,9,3,20,22,0,10,10,3,48,51,160,15,8,4,183,239,32,268,278,79,538,25,0,229,11,839,21324,Mount Waverley - South,224,32,0.14
316,212051325,Mulgrave,1044,5,8,17,5,24,33,0,3,9,13,80,90,161,18,5,14,191,288,37,329,340,84,599,26,0,315,34,1022,21325,Mulgrave,237,31,0.13
317,212051326,Oakleigh - Huntingdale,1033,7,5,11,5,23,26,0,5,5,10,62,73,168,35,8,10,220,291,31,323,340,90,629,39,0,323,27,1068,21326,Oakleigh - Huntingdale,227,39,0.17
318,212051327,Wheelers Hill,1071,0,14,17,3,36,41,0,3,3,9,55,68,154,11,7,7,175,197,30,223,237,32,428,22,6,238,15,734,21327,Wheelers Hill,205,28,0.14
319,213011328,Ardeer - Albion,887,3,5,9,6,21,26,0,9,9,6,74,77,42,3,5,6,64,62,20,81,87,29,162,20,10,159,44,424,21328,Ardeer - Albion,95,40,0.42
320,213011329,Cairnlea,976,8,13,23,8,36,44,0,3,3,11,89,98,91,9,3,11,114,126,17,146,161,22,278,14,4,173,30,539,21329,Cairnlea,153,25,0.16
321,213011330,Deer Park - Derrimut,944,15,30,46,18,77,94,3,10,14,32,278,312,316,31,16,17,397,402,53,473,500,120,966,47,19,727,135,2059,21330,Deer Park - Derrimut,463,100,0.22
322,213011331,Delahey,923,3,0,3,3,5,12,0,11,11,9,67,75,29,5,4,3,48,70,6,76,89,23,149,14,3,143,27,362,21331,Delahey,76,23,0.3
323,213011332,Keilor Downs,973,4,7,12,10,23,31,0,12,14,12,112,124,72,7,0,9,87,138,8,152,157,46,282,18,0,200,25,564,21332,Keilor Downs,165,35,0.21
324,213011333,Kings Park (Vic.),851,4,21,23,8,46,53,0,10,10,24,164,186,54,20,0,8,86,62,19,81,98,20,187,23,7,286,77,629,21333,Kings Park (Vic.),176,35,0.2
325,213011334,St Albans - North,842,11,16,30,11,42,55,10,24,32,23,260,283,96,13,7,15,136,88,36,128,141,25,276,34,15,403,107,938,21334,St Albans - North,267,111,0.42
326,213011335,St Albans - South,832,7,12,16,12,34,43,0,12,12,22,176,196,81,10,10,13,112,79,26,109,122,34,234,23,9,319,81,760,21335,St Albans - South,202,65,0.32
327,213011336,Sunshine,909,0,6,7,4,19,24,0,3,3,12,73,85,69,9,0,12,86,118,11,133,140,32,249,10,6,203,64,579,21336,Sunshine,118,31,0.26
328,213011337,Sunshine North,855,5,13,22,14,35,45,4,5,8,24,119,141,65,3,3,5,79,90,15,103,107,16,198,23,4,216,73,581,21337,Sunshine North,143,20,0.14
329,213011338,Sunshine West,879,6,26,29,6,54,62,3,18,15,11,208,225,69,21,10,9,119,139,27,170,186,53,332,27,9,345,88,884,21338,Sunshine West,210,70,0.33
330,213011339,Sydenham,993,0,15,11,4,30,32,0,7,10,5,71,82,81,10,3,3,102,125,9,144,148,54,296,29,0,223,26,604,21339,Sydenham,120,27,0.23
331,213011340,Taylors Lakes,1055,0,9,7,0,19,22,0,3,3,7,58,65,81,13,0,5,100,148,24,173,182,54,326,15,0,186,18,574,21340,Taylors Lakes,141,36,0.26
332,213021341,Altona,1034,0,9,12,0,28,28,0,3,3,3,59,64,105,15,5,4,126,202,24,231,231,75,422,16,3,179,11,653,21341,Altona,151,19,0.13
333,213021342,Altona Meadows,980,0,18,21,4,49,53,0,5,8,8,135,146,105,12,6,7,129,234,28,266,282,94,484,25,5,340,43,957,21342,Altona Meadows,195,63,0.32
334,213021343,Altona North,949,3,8,14,6,24,29,0,3,3,11,76,89,87,14,4,14,120,206,22,231,240,78,421,15,0,315,57,875,21343,Altona North,143,35,0.24
335,213021344,Newport,1073,3,26,26,3,50,55,0,0,0,3,74,84,172,34,4,14,224,436,28,475,487,143,836,23,0,302,15,1224,21344,Newport,272,29,0.11
336,213021345,Seabrook,1019,0,4,5,0,10,6,0,0,0,0,35,37,44,7,0,5,61,71,8,83,87,20,156,10,0,108,12,307,21345,Seabrook,106,14,0.13
337,213021346,Williamstown,1067,8,6,17,8,20,22,0,4,4,8,63,64,112,13,0,5,130,211,21,237,247,68,438,12,5,212,8,699,21346,Williamstown,193,24,0.12
338,213031347,Braybrook,900,4,13,17,8,44,49,6,13,13,19,167,186,118,11,4,3,144,184,28,214,228,60,408,27,8,352,59,935,21347,Braybrook,188,39,0.21
339,213031348,Footscray,962,0,12,13,0,20,19,0,10,9,4,76,78,84,24,3,11,123,164,36,203,222,60,377,29,9,201,31,713,21348,Footscray,135,21,0.16
340,213031349,Maribyrnong,1052,5,13,16,5,20,25,0,4,4,5,46,56,95,10,3,3,121,152,16,168,178,55,330,11,0,187,4,570,21349,Maribyrnong,117,14,0.12
341,213031350,Seddon - Kingsville,1048,3,4,8,3,27,25,0,8,8,3,45,53,93,11,7,7,121,250,31,283,288,86,486,18,0,136,10,679,21350,Seddon - Kingsville,135,23,0.17
342,213031351,West Footscray - Tottenham,996,0,11,10,3,27,29,0,5,5,3,58,61,69,10,0,6,90,251,38,289,308,79,460,28,10,196,14,736,21351,West Footscray - Tottenham,144,17,0.12
343,213031352,Yarraville,1069,0,6,6,3,19,20,0,0,0,3,50,48,118,22,5,4,158,340,26,373,395,128,651,16,0,264,12,988,21352,Yarraville,210,39,0.19
344,213041353,Bacchus Marsh,1007,8,16,18,8,52,60,0,12,12,12,194,208,123,20,0,7,162,349,35,384,404,79,616,20,0,383,25,1097,21353,Bacchus Marsh,284,28,0.1
345,213041355,Hillside,1052,5,8,16,7,44,50,0,7,7,5,116,123,175,9,7,4,194,366,38,409,423,141,751,44,5,419,23,1291,21355,Hillside,316,76,0.24
346,213041356,Melton,926,3,28,30,9,60,67,4,20,20,18,327,340,121,6,0,13,149,192,13,214,221,59,407,46,3,381,39,933,21356,Melton,294,69,0.23
347,213041357,Melton South,950,16,17,37,18,94,116,0,30,25,29,418,441,193,15,10,18,238,364,33,408,429,112,749,47,15,574,82,1583,21357,Melton South,488,104,0.21
348,213041358,Melton West,967,15,15,37,15,73,89,3,19,23,25,287,309,145,10,3,17,183,288,32,330,344,88,585,42,3,385,67,1169,21358,Melton West,310,71,0.23
349,213041359,Rockbank - Mount Cottrell,909,7,0,3,7,7,10,0,0,0,6,15,17,5,0,0,0,8,20,0,26,23,0,29,0,0,24,9,63,21359,Rockbank - Mount Cottrell,44,10,0.23
350,213041360,Taylors Hill,1042,4,8,13,4,47,56,0,3,3,4,117,120,215,17,16,11,268,417,42,474,489,117,849,35,5,532,46,1560,21360,Taylors Hill,327,69,0.21
351,213041461,Burnside,971,0,3,3,0,14,14,0,4,3,4,38,39,49,4,0,0,50,45,9,51,51,14,122,5,0,101,6,244,21461,Burnside,81,13,0.16
352,213041462,Burnside Heights,1018,4,11,10,4,18,28,0,0,0,5,59,66,85,19,12,3,111,153,19,170,175,39,317,17,0,236,18,620,21462,Burnside Heights,165,21,0.13
353,213041463,Caroline Springs,1035,8,13,25,11,44,52,0,4,4,14,122,140,204,25,8,11,249,337,24,373,386,103,721,45,0,430,70,1336,21463,Caroline Springs,324,53,0.16
354,213051361,Hoppers Crossing - North,992,3,22,28,9,44,49,0,9,13,21,156,176,125,24,4,12,170,156,45,205,218,44,414,50,0,388,52,980,21361,Hoppers Crossing - North,241,64,0.27
355,213051362,Hoppers Crossing - South,962,7,24,33,13,47,60,0,5,12,18,181,193,113,21,0,6,147,177,29,209,231,44,390,46,8,444,76,1056,21362,Hoppers Crossing - South,286,63,0.22
356,213051363,Laverton,988,0,15,18,5,18,23,0,3,3,9,64,74,120,10,5,8,140,141,26,166,174,42,347,37,0,242,34,710,21363,Laverton,130,52,0.4
357,213051365,Tarneit,1020,17,54,69,23,117,137,3,28,31,34,352,388,544,69,25,25,671,740,112,869,894,196,1731,202,26,1328,120,3588,21365,Tarneit,868,200,0.23
358,213051366,Truganina,1025,8,41,48,12,78,99,0,22,22,20,224,243,458,55,13,18,540,452,65,530,557,135,1237,131,14,1041,94,2685,21366,Truganina,644,151,0.23
359,213051368,Werribee - South,984,3,11,14,3,23,30,0,7,7,3,75,77,66,3,3,0,79,121,17,141,145,37,264,15,3,175,29,500,21368,Werribee - South,132,34,0.26
360,213051369,Wyndham Vale,988,15,43,60,27,110,135,0,15,16,36,321,358,273,14,10,18,325,400,37,443,460,142,890,107,14,717,52,1892,21369,Wyndham Vale,474,121,0.26
361,213051464,Point Cook - East,1076,10,14,24,14,34,47,0,5,10,16,122,141,187,23,3,5,218,221,38,275,287,68,566,38,6,339,25,1025,21464,Point Cook - East,291,75,0.26
362,213051465,Point Cook - North,1062,13,22,34,13,65,76,4,5,9,20,134,158,363,32,13,20,429,485,68,558,583,108,1074,101,4,705,47,2037,21465,Point Cook - North,451,82,0.18
363,213051466,Point Cook - South,1082,3,18,23,7,29,41,0,15,15,7,102,105,354,29,17,10,413,354,33,388,416,125,919,95,3,556,28,1687,21466,Point Cook - South,457,79,0.17
364,213051467,Werribee - East,908,10,23,27,8,53,64,0,21,21,21,244,261,91,15,3,5,120,177,22,208,221,49,376,38,6,466,100,1083,21467,Werribee - East,288,66,0.23
365,213051468,Werribee - West,999,0,7,6,4,41,41,0,7,7,4,98,102,63,11,0,3,82,129,20,154,158,53,283,24,5,228,22,596,21468,Werribee - West,169,43,0.25
366,214011370,Carrum Downs,979,8,32,37,18,104,117,0,5,7,27,245,271,128,9,7,5,157,341,41,391,415,78,616,34,0,396,35,1154,21370,Carrum Downs,287,69,0.24
367,214011371,Frankston,962,3,17,19,9,80,87,4,18,20,15,232,252,78,23,0,13,108,291,41,336,341,105,549,22,0,310,22,962,21371,Frankston,217,45,0.21
368,214011372,Frankston North,916,3,17,26,12,70,83,3,20,23,28,305,326,53,16,3,12,84,198,24,221,235,71,369,20,9,324,54,826,21372,Frankston North,225,53,0.24
369,214011373,Frankston South,1075,14,11,23,14,27,40,0,10,10,16,68,80,88,14,4,10,126,345,27,381,390,91,583,16,0,223,14,866,21373,Frankston South,236,21,0.09
370,214011374,Langwarrin,1046,4,28,30,8,77,89,0,17,17,10,179,187,122,14,0,4,147,540,44,586,606,109,837,19,0,318,22,1245,21374,Langwarrin,298,53,0.18
371,214011375,Seaford (Vic.),994,9,12,20,9,47,56,0,8,8,11,124,130,78,12,0,16,108,276,27,316,326,107,525,22,0,250,11,854,21375,Seaford (Vic.),194,27,0.14
372,214011376,Skye - Sandhurst,1057,4,14,14,7,31,31,0,3,3,8,84,91,114,23,0,11,150,363,18,386,395,65,595,18,0,264,17,945,21376,Skye - Sandhurst,180,36,0.2
373,214021377,Dromana,1014,3,3,3,3,26,29,0,0,0,3,71,68,44,5,0,0,49,124,10,133,138,40,227,4,0,124,7,367,21377,Dromana,118,29,0.25
374,214021378,Flinders,1084,0,0,0,0,7,7,0,0,0,0,10,10,6,3,0,3,18,63,7,70,77,14,98,0,0,56,5,169,21378,Flinders,52,10,0.19
375,214021379,Hastings - Somers,992,0,17,18,0,60,67,5,9,17,9,206,211,85,6,3,4,100,300,35,341,359,81,516,24,0,311,23,933,21379,Hastings - Somers,286,93,0.33
376,214021380,Mornington,1022,3,21,23,11,63,75,0,12,12,10,153,164,98,8,3,0,107,375,34,418,439,80,612,17,0,238,5,920,21380,Mornington,233,40,0.17
377,214021381,Mount Eliza,1110,5,0,3,5,15,21,0,4,4,7,30,39,120,9,0,9,141,333,28,361,368,61,563,12,3,223,9,832,21381,Mount Eliza,282,19,0.07
378,214021382,Mount Martha,1087,0,6,14,8,28,35,0,0,0,8,45,52,96,7,0,0,107,429,26,463,465,74,644,14,0,259,4,946,21382,Mount Martha,205,19,0.09
379,214021383,Point Nepean,1014,3,5,6,3,41,38,0,0,0,3,111,116,34,5,0,8,46,218,35,262,272,43,348,12,4,202,19,616,21383,Point Nepean,161,20,0.12
380,214021384,Rosebud - McCrae,962,5,7,12,9,62,67,0,15,15,13,165,176,51,11,0,6,69,276,28,308,321,41,419,10,3,230,16,709,21384,Rosebud - McCrae,207,42,0.2
381,214021385,Somerville,1035,10,12,19,10,54,61,0,5,5,10,134,141,73,5,3,3,88,309,26,339,354,67,499,10,4,217,4,769,21385,Somerville,210,47,0.22
382,215011386,Ararat,915,0,4,3,3,15,21,0,3,4,7,65,77,35,3,0,0,37,71,8,89,92,21,145,6,0,79,12,256,21386,Ararat,79,28,0.35
383,215011387,Ararat Region,1006,0,0,0,0,6,7,0,0,0,0,8,11,17,0,0,0,21,52,4,60,66,19,102,4,0,41,8,155,21387,Ararat Region,40,7,0.17
384,215011388,Horsham,971,3,7,10,6,34,42,0,10,6,16,177,187,46,11,0,3,58,285,30,317,326,70,444,10,0,243,15,744,21388,Horsham,205,50,0.24
385,215011389,Horsham Region,1025,0,0,0,0,4,4,0,0,0,0,13,13,17,0,0,0,17,53,4,63,63,25,107,0,0,37,10,148,21389,Horsham Region,37,7,0.19
386,215011390,Nhill Region,956,0,3,3,0,8,8,0,0,0,0,33,32,20,0,0,0,25,82,7,87,94,11,124,0,0,93,7,245,21390,Nhill Region,73,16,0.22
387,215011392,Stawell,936,0,0,0,0,15,16,0,0,0,6,46,53,27,4,0,4,36,59,13,74,81,25,139,4,3,97,12,267,21392,Stawell,93,13,0.14
388,215011393,West Wimmera,976,0,0,0,0,3,3,0,0,0,7,8,13,10,3,0,0,12,47,7,54,54,13,81,0,0,35,5,125,21393,West Wimmera,31,10,0.32
389,215021395,Irymple,1018,3,0,5,3,13,16,0,0,0,3,46,52,33,6,3,0,41,114,14,127,131,35,199,4,0,74,4,304,21395,Irymple,89,12,0.13
390,215021396,Merbein,948,6,0,7,3,13,20,0,0,0,8,42,53,20,0,3,0,24,61,3,59,66,13,98,3,5,70,13,206,21396,Merbein,57,8,0.14
391,215021398,Mildura Region,973,0,0,0,0,3,9,0,0,0,0,20,24,9,3,0,0,17,58,6,60,60,9,86,3,0,44,0,150,21398,Mildura Region,30,5,0.17
392,215021399,Red Cliffs,928,0,3,4,8,9,22,0,0,0,12,69,79,17,0,4,0,20,79,3,87,92,26,129,8,0,70,17,237,21399,Red Cliffs,74,24,0.32
393,215021469,Mildura - North,886,7,21,30,11,66,75,0,14,14,22,280,303,63,13,3,4,83,189,34,225,237,54,361,8,11,243,42,735,21469,Mildura - North,225,62,0.28
394,215021470,Mildura - South,945,6,8,15,7,38,43,4,13,12,10,137,149,57,7,0,3,74,213,14,236,255,55,374,15,0,178,34,659,21470,Mildura - South,203,47,0.23
395,215031400,Buloke,967,0,3,3,0,11,11,0,0,0,0,31,31,10,0,0,3,20,64,5,75,77,12,100,0,0,79,10,196,21400,Buloke,52,16,0.31
396,215031401,Gannawarra,968,3,0,3,3,8,10,0,0,0,3,38,42,27,0,0,3,27,98,3,102,108,19,157,3,0,77,10,245,21401,Gannawarra,69,7,0.1
397,215031402,Kerang,938,0,0,0,0,7,9,0,0,0,7,28,27,11,0,0,0,10,59,0,58,64,11,86,0,0,50,3,139,21402,Kerang,27,5,0.19
398,215031403,Robinvale,871,3,0,4,3,7,7,0,0,0,3,33,35,17,0,0,3,22,39,3,37,40,9,69,3,0,72,11,163,21403,Robinvale,54,14,0.26
399,215031404,Swan Hill,952,0,13,11,8,45,49,0,5,5,11,120,131,62,6,0,4,76,168,16,177,182,54,308,5,0,161,23,521,21404,Swan Hill,166,52,0.31
400,215031405,Swan Hill Region,978,0,3,3,0,3,5,0,3,3,3,22,31,24,0,0,3,28,90,5,103,104,7,139,3,0,71,15,238,21405,Swan Hill Region,73,13,0.18
401,216011406,Echuca,972,4,7,15,7,51,54,0,7,10,14,149,162,61,7,3,0,72,233,16,252,268,40,370,15,0,134,12,564,21406,Echuca,189,39,0.21
402,216011408,Lockington - Gunbower,1007,0,0,0,0,7,7,0,3,3,3,22,20,19,3,0,0,22,58,0,57,64,8,92,0,0,57,4,158,21408,Lockington - Gunbower,46,10,0.22
403,216011409,Rochester,954,0,0,0,0,4,4,0,0,0,0,20,22,18,0,0,0,18,48,3,53,53,14,93,3,0,61,3,174,21409,Rochester,39,6,0.15
404,216021411,Cobram,913,0,5,5,0,24,24,0,4,4,0,58,57,13,3,0,4,25,86,6,93,97,18,130,10,4,73,17,251,21411,Cobram,61,14,0.23
405,216021412,Moira,985,3,5,3,3,0,4,0,0,0,3,8,16,3,0,0,0,5,34,0,35,35,11,49,0,0,36,3,88,21412,Moira,23,3,0.13
406,216021413,Numurkah,956,0,3,5,4,29,32,0,6,6,7,112,118,76,4,3,4,88,149,13,160,172,39,301,12,0,134,12,480,21413,Numurkah,136,26,0.19
407,216021414,Yarrawonga,961,0,3,3,0,38,37,0,0,0,6,85,91,23,3,0,3,29,129,11,138,144,33,211,4,0,75,6,303,21414,Yarrawonga,85,21,0.25
408,216031415,Mooroopna,896,3,10,14,4,39,42,0,5,5,12,118,134,32,4,0,3,38,83,7,92,100,21,155,7,0,76,22,281,21415,Mooroopna,112,54,0.48
409,216031416,Shepparton - North,952,4,14,22,4,46,49,0,21,22,12,203,212,99,16,4,6,126,236,47,286,301,63,484,12,3,270,74,890,21416,Shepparton - North,223,65,0.29
410,216031417,Shepparton - South,933,7,21,31,12,66,79,3,25,27,15,264,279,116,14,3,11,149,277,32,320,340,76,534,23,7,362,162,1169,21417,Shepparton - South,347,115,0.33
411,216031418,Shepparton Region - East,1031,3,3,9,3,6,9,0,0,0,3,18,27,11,0,0,0,12,80,9,89,94,11,119,0,0,59,0,187,21418,Shepparton Region - East,45,7,0.16
412,216031419,Shepparton Region - West,980,0,9,12,0,29,28,0,0,0,3,67,66,41,5,0,7,57,171,21,195,200,30,282,4,0,147,10,467,21419,Shepparton Region - West,110,18,0.16
413,217011420,Glenelg (Vic.),968,3,3,5,3,15,18,0,0,0,0,48,50,19,3,0,0,21,91,9,109,112,16,153,0,0,98,13,277,21420,Glenelg (Vic.),85,24,0.28
414,217011421,Hamilton (Vic.),976,0,3,3,0,26,26,0,0,0,3,78,81,35,7,5,4,51,148,7,164,164,33,240,4,0,129,14,408,21421,Hamilton (Vic.),98,20,0.2
415,217011422,Portland,929,0,5,9,0,24,24,0,0,3,3,104,111,23,0,0,3,22,130,16,145,150,40,209,4,0,156,8,408,21422,Portland,103,33,0.32
416,217011423,Southern Grampians,1018,0,0,0,0,7,7,0,0,0,0,10,10,25,3,0,0,32,104,8,113,118,29,171,3,0,77,4,267,21423,Southern Grampians,70,18,0.26
417,217031471,Camperdown,951,0,0,0,0,11,11,0,3,3,0,27,27,20,3,0,0,26,48,9,59,59,7,85,0,0,30,4,130,21471,Camperdown,45,9,0.2
418,217031472,Colac,931,0,12,9,3,51,57,0,3,3,10,154,165,61,7,0,0,74,200,16,217,226,30,324,0,0,172,12,532,21472,Colac,167,42,0.25
419,217031473,Colac Region,1008,0,0,0,0,4,4,0,0,0,3,19,19,27,5,0,3,34,89,4,95,103,33,156,4,0,89,3,255,21473,Colac Region,58,11,0.19
420,217031474,Corangamite - North,962,3,0,0,4,15,19,0,3,3,4,46,47,16,0,0,0,15,72,15,82,83,8,112,3,0,65,3,188,21474,Corangamite - North,63,14,0.22
